CONV_VALCH1 (N),CONV_VALCH2 (N),CONV_VALCH3 (N),TIMESTAMP (us)
-3.7939,-5.6451,-5.2762,38795000,
-3.7711,-5.6470,-5.2789,38800000,
-4.0833,-5.6653,-5.2725,38805000,
-3.7802,-5.6561,-5.2734,38810000,
-3.8205,-5.6213,-5.2927,38815000,
-3.8269,-5.6415,-5.2689,38820000,
-3.8379,-5.6607,-5.2780,38825000,
-3.8049,-5.6497,-5.2835,38830000,
-3.8370,-5.6387,-5.2744,38835000,
-3.7885,-5.6818,-5.2661,38840000,
-3.8269,-5.6442,-5.2826,38845000,
-3.8004,-5.6140,-5.2753,38850000,
-4.0530,-5.6534,-5.2771,38855000,
-3.7875,-5.6488,-5.2762,38860000,
-3.7857,-5.6552,-5.2835,38865000,
-3.7875,-5.6543,-5.2817,38870000,
-3.8269,-5.6461,-5.2652,38875000,
-3.7811,-5.6497,-5.2798,38880000,
-3.7747,-5.6525,-5.2808,38885000,
-3.7820,-5.6470,-5.2881,38890000,
-3.8278,-5.6534,-5.2826,38895000,
-3.7811,-5.6534,-5.2780,38900000,
-4.0402,-5.6259,-5.2798,38905000,
-3.8287,-5.6543,-5.2798,38910000,
-3.8187,-5.6470,-5.2679,38915000,
-3.7839,-5.6561,-5.2615,38920000,
-3.7766,-5.6488,-5.2954,38925000,
-3.7747,-5.6680,-5.2817,38930000,
-3.8416,-5.6543,-5.2853,38935000,
-3.8058,-5.6616,-5.2853,38940000,
-3.8315,-5.6442,-5.2826,38945000,
-3.7976,-5.6360,-5.2872,38950000,
-4.1016,-5.6570,-5.2689,38955000,
-3.7766,-5.6552,-5.2689,38960000,
-3.8049,-5.6369,-5.2863,38965000,
-3.8553,-5.6516,-5.2771,38970000,
-3.8232,-5.6433,-5.2808,38975000,
-3.7839,-5.6653,-5.2789,38980000,
-3.7894,-5.6699,-5.2679,38985000,
-3.8315,-5.6433,-5.2679,38990000,
-3.7848,-5.6534,-5.2771,38995000,
-3.7866,-5.6625,-5.2716,39000000,
-4.1043,-5.6396,-5.2716,39005000,
-3.7939,-5.6534,-5.2716,39010000,
-3.7711,-5.6396,-5.2698,39015000,
-3.8242,-5.6543,-5.2771,39020000,
-3.8077,-5.6689,-5.2753,39025000,
-3.7903,-5.6479,-5.2707,39030000,
-3.8196,-5.6534,-5.2707,39035000,
-3.7930,-5.6497,-5.2936,39040000,
-3.8452,-5.6461,-5.2789,39045000,
-3.8132,-5.6332,-5.2771,39050000,
-4.0878,-5.6451,-5.2780,39055000,
-3.8562,-5.6653,-5.2698,39060000,
-3.8095,-5.6497,-5.2661,39065000,
-3.7894,-5.6635,-5.2771,39070000,
-3.8480,-5.6085,-5.2927,39075000,
-3.8031,-5.6451,-5.2707,39080000,
-3.7894,-5.6378,-5.2670,39085000,
-3.8205,-5.6488,-5.2853,39090000,
-3.8123,-5.6525,-5.2789,39095000,
-3.7857,-5.6552,-5.2707,39100000,
-4.0887,-5.6653,-5.2634,39105000,
-3.7784,-5.6470,-5.2679,39110000,
-3.8123,-5.6589,-5.2716,39115000,
-3.7820,-5.6442,-5.2753,39120000,
-3.8269,-5.6543,-5.2734,39125000,
-3.8141,-5.6607,-5.2899,39130000,
-3.7820,-5.6561,-5.2789,39135000,
-3.7958,-5.6470,-5.2826,39140000,
-3.7610,-5.6525,-5.2826,39145000,
-3.8068,-5.6259,-5.2927,39150000,
-4.1052,-5.6488,-5.2771,39155000,
-3.8004,-5.6516,-5.2908,39160000,
-3.8159,-5.6497,-5.2734,39165000,
-3.7656,-5.6580,-5.2716,39170000,
-3.8058,-5.6699,-5.2762,39175000,
-3.7848,-5.6671,-5.2698,39180000,
-3.8022,-5.6479,-5.2716,39185000,
-3.8104,-5.6570,-5.2670,39190000,
-3.7967,-5.6406,-5.2863,39195000,
-3.8104,-5.6497,-5.2762,39200000,
-4.0430,-5.6497,-5.2725,39205000,
-3.7793,-5.6342,-5.2734,39210000,
-3.8287,-5.6580,-5.2881,39215000,
-3.7839,-5.6479,-5.2817,39220000,
-3.7820,-5.6653,-5.2826,39225000,
-3.7875,-5.6625,-5.2734,39230000,
-3.7756,-5.6570,-5.2798,39235000,
-3.8406,-5.6461,-5.2872,39240000,
-3.8516,-5.6497,-5.2670,39245000,
-3.7967,-5.6570,-5.2853,39250000,
-4.0402,-5.6580,-5.2789,39255000,
-3.7912,-5.6570,-5.2670,39260000,
-3.8232,-5.6442,-5.2817,39265000,
-3.7692,-5.6552,-5.2899,39270000,
-3.7610,-5.6525,-5.2689,39275000,
-3.8278,-5.6396,-5.2707,39280000,
-3.8113,-5.6525,-5.2817,39285000,
-3.8470,-5.6433,-5.2753,39290000,
-3.8113,-5.6497,-5.2798,39295000,
-3.7885,-5.6552,-5.2798,39300000,
-4.0118,-5.6470,-5.2679,39305000,
-3.8342,-5.6451,-5.2707,39310000,
-3.8031,-5.6506,-5.2771,39315000,
-3.8269,-5.6543,-5.2890,39320000,
-3.7775,-5.6516,-5.2707,39325000,
-3.7912,-5.6351,-5.2835,39330000,
-3.8214,-5.6543,-5.2789,39335000,
-3.8058,-5.6360,-5.2899,39340000,
-3.8443,-5.6232,-5.2689,39345000,
-3.7885,-5.6488,-5.2863,39350000,
-4.0933,-5.6451,-5.2734,39355000,
-3.8086,-5.6580,-5.2771,39360000,
-3.7692,-5.6534,-5.2753,39365000,
-3.8040,-5.6543,-5.2771,39370000,
-3.7894,-5.6689,-5.2991,39375000,
-3.8214,-5.6516,-5.2615,39380000,
-3.8269,-5.6589,-5.2853,39385000,
-3.8297,-5.6534,-5.2744,39390000,
-3.7811,-5.6598,-5.2670,39395000,
-3.8306,-5.6442,-5.2780,39400000,
-4.0878,-5.6497,-5.2798,39405000,
-3.8205,-5.6589,-5.2780,39410000,
-3.7985,-5.6506,-5.2890,39415000,
-3.7903,-5.6607,-5.2826,39420000,
-3.7958,-5.6369,-5.2844,39425000,
-3.8068,-5.6552,-5.2780,39430000,
-3.7811,-5.6772,-5.2762,39435000,
-3.8141,-5.6598,-5.2771,39440000,
-3.8159,-5.6470,-5.2698,39445000,
-3.7729,-5.6488,-5.2817,39450000,
-4.0576,-5.6406,-5.2771,39455000,
-3.8489,-5.6369,-5.2670,39460000,
-3.7701,-5.6616,-5.2753,39465000,
-3.8324,-5.6534,-5.2844,39470000,
-3.8306,-5.6644,-5.2725,39475000,
-3.7930,-5.6589,-5.2826,39480000,
-3.8077,-5.6534,-5.2982,39485000,
-3.7985,-5.6534,-5.2744,39490000,
-3.7720,-5.6589,-5.2707,39495000,
-3.8168,-5.6442,-5.2835,39500000,
-4.1025,-5.6451,-5.2753,39505000,
-3.7949,-5.6616,-5.2780,39510000,
-3.8278,-5.6552,-5.2890,39515000,
-3.8132,-5.6662,-5.2771,39520000,
-3.7994,-5.6369,-5.2762,39525000,
-3.7921,-5.6360,-5.2744,39530000,
-3.8004,-5.6424,-5.2762,39535000,
-3.8013,-5.6369,-5.2798,39540000,
-3.7976,-5.6616,-5.2890,39545000,
-3.7912,-5.6360,-5.2780,39550000,
-4.0631,-5.6076,-5.2744,39555000,
-3.8049,-5.6479,-5.2716,39560000,
-3.7619,-5.6653,-5.2744,39565000,
-3.7729,-5.6506,-5.2863,39570000,
-3.8022,-5.6589,-5.2789,39575000,
-3.8223,-5.6516,-5.2808,39580000,
-3.7848,-5.6451,-5.2634,39585000,
-3.8260,-5.6360,-5.2835,39590000,
-3.8315,-5.6506,-5.2817,39595000,
-3.8278,-5.6525,-5.2798,39600000,
-4.0375,-5.6506,-5.2634,39605000,
-3.7875,-5.6396,-5.2808,39610000,
-3.8013,-5.6580,-5.2817,39615000,
-3.8177,-5.6479,-5.2679,39620000,
-3.8187,-5.6534,-5.2698,39625000,
-3.8068,-5.6598,-5.2716,39630000,
-3.7939,-5.6470,-5.2780,39635000,
-3.8333,-5.6598,-5.2689,39640000,
-3.8004,-5.6433,-5.2917,39645000,
-3.7610,-5.6506,-5.2817,39650000,
-4.0732,-5.6525,-5.2716,39655000,
-3.8104,-5.6415,-5.2744,39660000,
-3.7976,-5.6699,-5.2817,39665000,
-3.7820,-5.6570,-5.2753,39670000,
-3.8086,-5.6653,-5.2826,39675000,
-3.7976,-5.6644,-5.2762,39680000,
-3.6722,-5.6177,-5.4730,39685000,
-3.8278,-5.6589,-5.2780,39690000,
-3.7637,-5.6506,-5.2698,39695000,
-3.7546,-5.6488,-5.2780,39700000,
-4.0585,-5.6323,-5.2808,39705000,
-3.8004,-5.6461,-5.2716,39710000,
-3.7885,-5.6250,-5.2707,39715000,
-3.7930,-5.6406,-5.2689,39720000,
-3.7756,-5.6461,-5.2725,39725000,
-3.7811,-5.6937,-5.2579,39730000,
-3.7802,-5.6360,-5.2551,39735000,
-3.9597,-5.7550,-5.1691,39740000,
-3.8022,-5.6598,-5.2744,39745000,
-3.8022,-5.6470,-5.2744,39750000,
-4.0833,-5.6406,-5.2734,39755000,
-3.8287,-5.6680,-5.2780,39760000,
-3.8095,-5.6598,-5.2826,39765000,
-3.7912,-5.6516,-5.2853,39770000,
-3.8040,-5.6607,-5.2771,39775000,
-3.8306,-5.6406,-5.2771,39780000,
-3.7839,-5.6589,-5.2625,39785000,
-3.8177,-5.6451,-5.2606,39790000,
-3.7930,-5.6516,-5.2899,39795000,
-3.8168,-5.6525,-5.2844,39800000,
-4.1125,-5.6580,-5.2734,39805000,
-3.8040,-5.6387,-5.2762,39810000,
-3.8104,-5.6525,-5.2679,39815000,
-3.8370,-5.6598,-5.2707,39820000,
-3.8425,-5.6516,-5.2734,39825000,
-3.8123,-5.6369,-5.2872,39830000,
-3.8297,-5.6461,-5.2679,39835000,
-3.8132,-5.6442,-5.2689,39840000,
-3.8040,-5.6497,-5.2643,39845000,
-3.7885,-5.6589,-5.2698,39850000,
-4.0942,-5.6497,-5.2625,39855000,
-3.8251,-5.6451,-5.2808,39860000,
-3.8196,-5.6424,-5.2689,39865000,
-3.7756,-5.6644,-5.2835,39870000,
-3.7994,-5.6506,-5.2798,39875000,
-3.8287,-5.6516,-5.2826,39880000,
-3.8315,-5.6470,-5.2762,39885000,
-3.8379,-5.6461,-5.2954,39890000,
-3.8077,-5.6305,-5.2817,39895000,
-3.8150,-5.6442,-5.2670,39900000,
-4.0173,-5.6635,-5.2798,39905000,
-3.7875,-5.6488,-5.2698,39910000,
-3.8315,-5.6332,-5.2963,39915000,
-3.7994,-5.6479,-5.2634,39920000,
-3.8077,-5.6607,-5.2652,39925000,
-3.8031,-5.6250,-5.2835,39930000,
-3.7820,-5.6671,-5.3082,39935000,
-3.8141,-5.6616,-5.2744,39940000,
-3.8177,-5.6534,-5.2661,39945000,
-3.8342,-5.6561,-5.2753,39950000,
-4.0897,-5.6387,-5.2771,39955000,
-3.7930,-5.6680,-5.2762,39960000,
-3.7619,-5.6552,-5.2817,39965000,
-3.8287,-5.6470,-5.2698,39970000,
-3.8251,-5.6570,-5.2762,39975000,
-3.7537,-5.6543,-5.2734,39980000,
-3.7939,-5.6525,-5.2670,39985000,
-3.7756,-5.6607,-5.2808,39990000,
-3.8251,-5.6396,-5.2863,39995000,
-3.7875,-5.6534,-5.2597,40000000,
-4.0942,-5.6433,-5.2753,40005000,
-3.8187,-5.6259,-5.2853,40010000,
-3.7958,-5.6534,-5.2670,40015000,
-3.8379,-5.6360,-5.2707,40020000,
-3.8040,-5.6406,-5.2863,40025000,
-3.8242,-5.6488,-5.2615,40030000,
-3.7756,-5.6488,-5.2753,40035000,
-3.8351,-5.6506,-5.2734,40040000,
-3.7939,-5.6644,-5.2817,40045000,
-3.7939,-5.6552,-5.2798,40050000,
-4.0887,-5.5948,-5.2826,40055000,
-3.8269,-5.6104,-5.2826,40060000,
-3.8223,-5.6424,-5.2716,40065000,
-3.8040,-5.6396,-5.2753,40070000,
-3.8278,-5.6625,-5.2844,40075000,
-3.8031,-5.6506,-5.2707,40080000,
-3.7839,-5.6543,-5.2908,40085000,
-3.8095,-5.6506,-5.2734,40090000,
-3.8388,-5.6625,-5.2744,40095000,
-3.8242,-5.6589,-5.2707,40100000,
-4.0393,-5.6442,-5.2570,40105000,
-3.8141,-5.6589,-5.2798,40110000,
-3.8232,-5.6607,-5.2725,40115000,
-3.7866,-5.6342,-5.2890,40120000,
-3.7802,-5.6625,-5.2798,40125000,
-3.7701,-5.6625,-5.2872,40130000,
-3.8580,-5.6451,-5.2945,40135000,
-3.8095,-5.6543,-5.2927,40140000,
-3.7949,-5.6516,-5.2863,40145000,
-3.8278,-5.6543,-5.2716,40150000,
-4.0787,-5.6433,-5.2716,40155000,
-3.7994,-5.6479,-5.2744,40160000,
-3.8287,-5.6479,-5.2817,40165000,
-3.8379,-5.6506,-5.2689,40170000,
-3.8232,-5.6699,-5.2679,40175000,
-3.8022,-5.6488,-5.2762,40180000,
-3.7848,-5.6580,-5.2789,40185000,
-3.8058,-5.6552,-5.2863,40190000,
-3.8049,-5.6442,-5.2679,40195000,
-3.7592,-5.6552,-5.2689,40200000,
-4.1006,-5.6369,-5.2853,40205000,
-3.8397,-5.6470,-5.2744,40210000,
-3.7949,-5.6534,-5.2753,40215000,
-3.8141,-5.6589,-5.2844,40220000,
-3.7976,-5.6680,-5.2753,40225000,
-3.7500,-5.6763,-5.2908,40230000,
-3.7738,-5.6735,-5.2817,40235000,
-3.7656,-5.6653,-5.2744,40240000,
-3.8058,-5.6387,-5.2808,40245000,
-3.8214,-5.6525,-5.2835,40250000,
-4.0924,-5.6406,-5.2744,40255000,
-3.7711,-5.6488,-5.2808,40260000,
-3.8406,-5.6479,-5.2707,40265000,
-3.8058,-5.6451,-5.2652,40270000,
-3.7720,-5.6516,-5.2652,40275000,
-3.8232,-5.6506,-5.2661,40280000,
-3.8333,-5.6699,-5.2780,40285000,
-3.8214,-5.6635,-5.2734,40290000,
-3.8177,-5.6607,-5.2661,40295000,
-3.8232,-5.6680,-5.2551,40300000,
-4.0576,-5.6543,-5.2716,40305000,
-3.8333,-5.6470,-5.2588,40310000,
-3.7894,-5.6607,-5.2826,40315000,
-3.8068,-5.6451,-5.2881,40320000,
-3.8040,-5.6378,-5.2698,40325000,
-3.8123,-5.6598,-5.2744,40330000,
-3.8086,-5.6717,-5.2606,40335000,
-3.8150,-5.6396,-5.2863,40340000,
-3.8443,-5.6570,-5.2826,40345000,
-3.8416,-5.6442,-5.2780,40350000,
-4.0979,-5.6506,-5.2634,40355000,
-3.8150,-5.6442,-5.2625,40360000,
-3.7811,-5.6479,-5.2780,40365000,
-3.8086,-5.6589,-5.2780,40370000,
-3.8013,-5.6561,-5.2716,40375000,
-3.7976,-5.6607,-5.2863,40380000,
-3.8599,-5.6470,-5.2789,40385000,
-3.8260,-5.6497,-5.2863,40390000,
-3.8361,-5.6296,-5.2707,40395000,
-3.8132,-5.6598,-5.2771,40400000,
-4.1180,-5.6442,-5.2826,40405000,
-3.7738,-5.6589,-5.2744,40410000,
-3.7839,-5.6516,-5.2808,40415000,
-3.8379,-5.6479,-5.2853,40420000,
-3.8177,-5.6525,-5.2753,40425000,
-3.8068,-5.6415,-5.2771,40430000,
-3.8068,-5.6415,-5.2798,40435000,
-3.8553,-5.6470,-5.2734,40440000,
-3.8214,-5.6516,-5.2771,40445000,
-3.8077,-5.6699,-5.2679,40450000,
-4.0833,-5.6580,-5.2744,40455000,
-3.7802,-5.6570,-5.2762,40460000,
-3.7949,-5.6424,-5.2826,40465000,
-3.8077,-5.6671,-5.2771,40470000,
-3.8141,-5.6369,-5.2725,40475000,
-3.8095,-5.6479,-5.2798,40480000,
-3.7830,-5.6570,-5.2789,40485000,
-3.7939,-5.6598,-5.2634,40490000,
-3.7885,-5.6461,-5.2652,40495000,
-3.7885,-5.6580,-5.2771,40500000,
-4.0430,-5.6488,-5.2808,40505000,
-3.7912,-5.6644,-5.2643,40510000,
-3.8251,-5.6598,-5.2789,40515000,
-3.7784,-5.6461,-5.2789,40520000,
-3.8214,-5.6570,-5.2698,40525000,
-3.8004,-5.6516,-5.2899,40530000,
-3.8132,-5.6598,-5.2670,40535000,
-3.7994,-5.6369,-5.2798,40540000,
-3.8251,-5.6488,-5.2652,40545000,
-3.7976,-5.6497,-5.2670,40550000,
-4.0567,-5.6497,-5.2917,40555000,
-3.8031,-5.6516,-5.2853,40560000,
-3.7839,-5.6516,-5.2853,40565000,
-3.8342,-5.6415,-5.2780,40570000,
-3.8205,-5.6525,-5.2652,40575000,
-3.7729,-5.6662,-5.2917,40580000,
-3.8013,-5.6616,-5.2579,40585000,
-3.7775,-5.6470,-5.2917,40590000,
-3.8306,-5.6351,-5.2844,40595000,
-3.8278,-5.6314,-5.2936,40600000,
-4.0585,-5.6323,-5.2634,40605000,
-3.8104,-5.6470,-5.2808,40610000,
-3.8278,-5.6451,-5.2826,40615000,
-3.8361,-5.6516,-5.2844,40620000,
-3.8315,-5.6287,-5.2744,40625000,
-3.7701,-5.6589,-5.2817,40630000,
-3.8058,-5.6506,-5.2890,40635000,
-3.8077,-5.6516,-5.2597,40640000,
-3.8361,-5.6342,-5.2890,40645000,
-3.8223,-5.6415,-5.2899,40650000,
-4.0448,-5.6332,-5.2753,40655000,
-3.8123,-5.6506,-5.2744,40660000,
-3.8150,-5.6616,-5.2661,40665000,
-3.8040,-5.6635,-5.2817,40670000,
-3.7894,-5.6396,-5.2716,40675000,
-3.8150,-5.6497,-5.2771,40680000,
-3.8223,-5.6479,-5.2762,40685000,
-3.7958,-5.6543,-5.2734,40690000,
-3.8452,-5.6616,-5.2734,40695000,
-3.8159,-5.6433,-5.2881,40700000,
-4.1071,-5.6497,-5.2808,40705000,
-3.7939,-5.6213,-5.3064,40710000,
-3.7958,-5.6598,-5.2853,40715000,
-3.8306,-5.6387,-5.2899,40720000,
-3.8086,-5.6497,-5.2808,40725000,
-3.8022,-5.6616,-5.2716,40730000,
-3.7665,-5.6525,-5.2771,40735000,
-3.7839,-5.6561,-5.2652,40740000,
-3.8370,-5.6451,-5.2744,40745000,
-3.8031,-5.6479,-5.2789,40750000,
-4.0411,-5.6497,-5.2789,40755000,
-3.7811,-5.6580,-5.2698,40760000,
-3.7875,-5.6570,-5.2826,40765000,
-3.8150,-5.6488,-5.2707,40770000,
-3.8113,-5.6561,-5.2698,40775000,
-3.8104,-5.6479,-5.2725,40780000,
-3.7949,-5.6570,-5.2551,40785000,
-3.7766,-5.6406,-5.3009,40790000,
-3.8104,-5.6525,-5.2780,40795000,
-3.7885,-5.6653,-5.2716,40800000,
-4.0686,-5.6369,-5.2707,40805000,
-3.7958,-5.6625,-5.2725,40810000,
-3.7930,-5.6580,-5.2853,40815000,
-3.7756,-5.6607,-5.2863,40820000,
-3.8150,-5.6314,-5.2826,40825000,
-3.8068,-5.6534,-5.2670,40830000,
-3.8388,-5.6635,-5.2780,40835000,
-3.7573,-5.6625,-5.2853,40840000,
-3.7958,-5.6644,-5.2890,40845000,
-3.8132,-5.6635,-5.2817,40850000,
-4.0997,-5.6424,-5.2753,40855000,
-3.8525,-5.6415,-5.2753,40860000,
-3.7866,-5.6543,-5.2762,40865000,
-3.8031,-5.6424,-5.2707,40870000,
-3.8058,-5.6296,-5.2908,40875000,
-3.8132,-5.6552,-5.2835,40880000,
-3.8306,-5.6424,-5.2643,40885000,
-3.7628,-5.6607,-5.2670,40890000,
-3.7967,-5.6580,-5.2744,40895000,
-3.7811,-5.6580,-5.2744,40900000,
-4.0576,-5.6589,-5.2716,40905000,
-3.7747,-5.6561,-5.2808,40910000,
-3.7775,-5.6552,-5.2762,40915000,
-3.8269,-5.6616,-5.2725,40920000,
-3.7701,-5.6635,-5.2734,40925000,
-3.7875,-5.6470,-5.2789,40930000,
-3.8068,-5.6525,-5.2606,40935000,
-3.8113,-5.6653,-5.2670,40940000,
-3.7582,-5.6680,-5.2716,40945000,
-3.7885,-5.6506,-5.2634,40950000,
-4.0649,-5.6296,-5.2826,40955000,
-3.6383,-5.6296,-5.3522,40965000,
-3.8406,-5.5893,-5.2505,40970000,
-3.7949,-5.6223,-5.2625,40975000,
-3.7784,-5.6433,-5.2744,40980000,
-3.7793,-5.6342,-5.2771,40985000,
-3.8342,-5.6314,-5.2634,40990000,
-3.8773,-5.6470,-5.2625,40995000,
-3.7885,-5.6186,-5.2881,41000000,
-4.1391,-5.6516,-5.1489,41005000,
-3.8425,-5.6332,-5.2716,41010000,
-3.8489,-5.6360,-5.2679,41015000,
-4.0878,-5.5197,-5.2130,41020000,
-3.8269,-5.7083,-5.2560,41025000,
-3.7225,-5.7010,-5.1755,41030000,
-3.8077,-5.6177,-5.2716,41035000,
-3.8205,-5.5280,-5.3275,41040000,
-3.8837,-5.6415,-5.3815,41045000,
-3.7720,-5.6662,-5.2707,41050000,
-4.0384,-5.6387,-5.2725,41055000,
-3.7674,-5.6451,-5.2652,41060000,
-3.8287,-5.6525,-5.2753,41065000,
-3.8452,-5.6232,-5.2744,41070000,
-3.7958,-5.6461,-5.2798,41075000,
-3.7894,-5.6479,-5.2744,41080000,
-3.8168,-5.6461,-5.2762,41085000,
-3.8480,-5.6433,-5.2698,41090000,
-3.7912,-5.6543,-5.2725,41095000,
-3.8232,-5.6534,-5.2698,41100000,
-4.0146,-5.6570,-5.2753,41105000,
-3.7949,-5.6598,-5.2652,41110000,
-3.8031,-5.6461,-5.2863,41115000,
-3.7839,-5.6424,-5.2835,41120000,
-3.8443,-5.6415,-5.2753,41125000,
-3.8022,-5.6625,-5.2652,41130000,
-3.8287,-5.6305,-5.2835,41135000,
-3.8013,-5.6314,-5.2844,41140000,
-3.8370,-5.6461,-5.2753,41145000,
-3.8123,-5.6616,-5.2734,41150000,
-4.0137,-5.6516,-5.2753,41155000,
-3.8242,-5.6424,-5.2698,41160000,
-3.8168,-5.6323,-5.2853,41165000,
-3.8123,-5.6534,-5.2679,41170000,
-3.8150,-5.6497,-5.2798,41175000,
-3.7967,-5.6360,-5.2707,41180000,
-3.8297,-5.6488,-5.2716,41185000,
-3.8333,-5.6140,-5.2789,41190000,
-3.8205,-5.6470,-5.2917,41195000,
-3.7592,-5.6570,-5.2679,41200000,
-4.0393,-5.6580,-5.2872,41205000,
-3.7683,-5.6516,-5.2597,41210000,
-3.8177,-5.5939,-5.2982,41215000,
-3.8177,-5.6561,-5.2615,41220000,
-3.7866,-5.6534,-5.2789,41225000,
-3.8242,-5.6433,-5.2762,41230000,
-3.7866,-5.6488,-5.2789,41235000,
-3.8214,-5.6094,-5.2844,41240000,
-3.8351,-5.6479,-5.2753,41245000,
-3.8306,-5.6525,-5.2762,41250000,
-4.0677,-5.6415,-5.2780,41255000,
-3.7866,-5.6653,-5.2634,41260000,
-3.7811,-5.6625,-5.2679,41265000,
-3.8214,-5.6689,-5.2899,41270000,
-3.7811,-5.6516,-5.2744,41275000,
-3.8324,-5.6332,-5.2716,41280000,
-3.8159,-5.6635,-5.2579,41285000,
-3.8132,-5.6442,-5.2826,41290000,
-3.7766,-5.6689,-5.2762,41295000,
-3.8077,-5.6516,-5.2643,41300000,
-4.0640,-5.6552,-5.2652,41305000,
-3.8315,-5.6442,-5.2808,41310000,
-3.8434,-5.6479,-5.2679,41315000,
-3.7921,-5.6396,-5.2780,41320000,
-3.8287,-5.6543,-5.2725,41325000,
-3.7939,-5.6671,-5.2808,41330000,
-3.8141,-5.6570,-5.2744,41335000,
-3.8443,-5.6543,-5.2689,41340000,
-3.8168,-5.6451,-5.2963,41345000,
-3.8168,-5.6451,-5.2808,41350000,
-4.0512,-5.6589,-5.2744,41355000,
-3.8049,-5.6488,-5.2643,41360000,
-3.8095,-5.6525,-5.2670,41365000,
-3.8278,-5.6543,-5.2908,41370000,
-3.8251,-5.6552,-5.2780,41375000,
-3.8214,-5.6488,-5.2780,41380000,
-3.7766,-5.6616,-5.2625,41385000,
-3.8159,-5.6516,-5.2826,41390000,
-3.8031,-5.6580,-5.2689,41395000,
-3.7701,-5.6479,-5.2679,41400000,
-4.0530,-5.6589,-5.2863,41405000,
-3.7848,-5.6653,-5.2716,41410000,
-3.7775,-5.6552,-5.2698,41415000,
-3.8269,-5.6479,-5.2734,41420000,
-3.8443,-5.6461,-5.2725,41425000,
-3.8077,-5.6433,-5.2716,41430000,
-3.8104,-5.6387,-5.2780,41435000,
-3.8058,-5.6580,-5.2716,41440000,
-3.7830,-5.6680,-5.2670,41445000,
-3.8232,-5.6589,-5.2835,41450000,
-4.0347,-5.6561,-5.2670,41455000,
-3.8150,-5.6552,-5.2744,41460000,
-3.8104,-5.6433,-5.2634,41465000,
-3.8480,-5.6653,-5.2734,41470000,
-3.7683,-5.6589,-5.2597,41475000,
-3.8306,-5.6662,-5.2698,41480000,
-3.7747,-5.6570,-5.2798,41485000,
-3.7820,-5.6570,-5.2725,41490000,
-3.8278,-5.6406,-5.2615,41495000,
-3.7857,-5.6635,-5.2762,41500000,
-4.0448,-5.6662,-5.2716,41505000,
-3.7564,-5.6708,-5.2698,41510000,
-3.7766,-5.6543,-5.2780,41515000,
-3.8324,-5.6561,-5.2716,41520000,
-3.7967,-5.6552,-5.2679,41525000,
-3.7839,-5.6580,-5.2734,41530000,
-3.8104,-5.6415,-5.2808,41535000,
-3.8095,-5.6598,-5.2707,41540000,
-3.8077,-5.6625,-5.2725,41545000,
-3.7784,-5.6625,-5.2643,41550000,
-4.0640,-5.6076,-5.2762,41555000,
-3.8315,-5.6552,-5.2606,41560000,
-3.7811,-5.6543,-5.2744,41565000,
-3.7582,-5.6525,-5.2716,41570000,
-3.8177,-5.6598,-5.2698,41575000,
-3.7656,-5.6616,-5.2725,41580000,
-3.8132,-5.6552,-5.2780,41585000,
-3.8132,-5.6598,-5.2716,41590000,
-3.7976,-5.6497,-5.2670,41595000,
-3.8168,-5.6589,-5.2579,41600000,
-4.0366,-5.6470,-5.2734,41605000,
-3.7885,-5.6625,-5.2606,41610000,
-3.7646,-5.6516,-5.2689,41615000,
-3.7775,-5.6470,-5.2744,41620000,
-3.8068,-5.6451,-5.2826,41625000,
-3.8452,-5.6488,-5.2670,41630000,
-3.8123,-5.6451,-5.2725,41635000,
-3.7903,-5.6616,-5.2798,41640000,
-3.7766,-5.6616,-5.2716,41645000,
-3.8031,-5.6387,-5.2844,41650000,
-4.1071,-5.6415,-5.2707,41655000,
-3.7582,-5.6772,-5.2652,41660000,
-3.8058,-5.6671,-5.2734,41665000,
-3.8324,-5.6580,-5.2853,41670000,
-3.8177,-5.6589,-5.2661,41675000,
-3.8177,-5.6561,-5.2707,41680000,
-3.7985,-5.6479,-5.2817,41685000,
-3.7720,-5.6488,-5.2734,41690000,
-3.8177,-5.6488,-5.2725,41695000,
-3.8223,-5.6525,-5.2597,41700000,
-4.0228,-5.6598,-5.2835,41705000,
-3.7756,-5.6479,-5.2853,41710000,
-3.8324,-5.6250,-5.2872,41715000,
-3.8150,-5.6396,-5.2945,41720000,
-3.7784,-5.6534,-5.2734,41725000,
-3.7930,-5.6488,-5.2863,41730000,
-3.7848,-5.6589,-5.2808,41735000,
-3.8004,-5.6506,-5.3036,41740000,
-3.7994,-5.6433,-5.2826,41745000,
-3.7793,-5.6543,-5.2808,41750000,
-4.0988,-5.6470,-5.2698,41755000,
-3.7958,-5.6342,-5.2670,41760000,
-3.8397,-5.6396,-5.2744,41765000,
-3.8141,-5.6342,-5.2927,41770000,
-3.8232,-5.6689,-5.2789,41775000,
-3.8150,-5.6461,-5.2917,41780000,
-3.8232,-5.6360,-5.3009,41785000,
-3.8461,-5.6497,-5.2789,41790000,
-3.8013,-5.6451,-5.2698,41795000,
-3.8040,-5.6561,-5.2780,41800000,
-4.0475,-5.6561,-5.2789,41805000,
-3.7738,-5.6488,-5.2798,41810000,
-3.8214,-5.6589,-5.2661,41815000,
-3.8278,-5.6250,-5.2798,41820000,
-3.7857,-5.6387,-5.2689,41825000,
