CONV_VALCH1 (N),CONV_VALCH2 (N),CONV_VALCH3 (N),TIMESTAMP (us)
-4.6143,-5.8026,-5.0217,11815000,
-4.6317,-5.7770,-5.0839,11820000,
-4.6024,-5.7733,-5.1471,11825000,
-4.5996,-5.7825,-5.1910,11830000,
-4.6115,-5.7687,-5.1773,11835000,
-4.5978,-5.7605,-5.1855,11840000,
-4.6765,-5.7330,-5.2094,11845000,
-4.5978,-5.7156,-5.2094,11850000,
-4.9796,-5.7339,-5.2167,11855000,
-4.6527,-5.7193,-5.2213,11860000,
-4.6527,-5.7056,-5.2341,11865000,
-4.6866,-5.7056,-5.2295,11870000,
-4.6912,-5.6927,-5.2396,11875000,
-4.7470,-5.7120,-5.2213,11880000,
-4.7800,-5.6882,-5.2158,11885000,
-4.7745,-5.6937,-5.2148,11890000,
-4.7745,-5.6937,-5.1874,11895000,
-4.8761,-5.6799,-5.1508,11900000,
-5.1810,-5.6689,-5.0949,11905000,
-4.8111,-5.6909,-5.1068,11910000,
-4.7864,-5.6726,-5.0867,11915000,
-4.8395,-5.6396,-5.0912,11920000,
-4.8230,-5.6314,-5.0620,11925000,
-4.8651,-5.6378,-5.0327,11930000,
-4.8541,-5.6277,-4.9997,11935000,
-4.8715,-5.6561,-4.9695,11940000,
-4.9036,-5.6250,-4.9429,11945000,
-4.9475,-5.6689,-4.9274,11950000,
-5.4016,-5.6992,-4.9512,11955000,
-4.9832,-5.6964,-4.8514,11960000,
-4.9677,-5.7339,-4.8596,11965000,
-5.0272,-5.7916,-4.8331,11970000,
-5.1022,-5.7971,-4.8422,11975000,
-5.0995,-5.8182,-4.8312,11980000,
-5.2295,-5.8530,-4.8349,11985000,
-5.2826,-5.8585,-4.8706,11990000,
-5.3275,-5.8475,-4.8770,11995000,
-5.4044,-5.8136,-4.8486,12000000,
-5.9052,-5.7788,-4.8752,12005000,
-5.4639,-5.7632,-4.8257,12010000,
-5.5170,-5.7129,-4.8495,12015000,
-5.5463,-5.7065,-4.8468,12020000,
-5.5957,-5.6799,-4.8129,12025000,
-5.6049,-5.6900,-4.8111,12030000,
-5.6470,-5.6799,-4.7818,12035000,
-5.7166,-5.6470,-4.7946,12040000,
-5.7523,-5.6635,-4.7461,12045000,
-5.7687,-5.6772,-4.7287,12050000,
-6.3785,-5.6818,-4.7278,12055000,
-5.9216,-5.6534,-4.7333,12060000,
-5.9656,-5.6406,-4.7433,12065000,
-6.0919,-5.6479,-4.7910,12070000,
-6.1212,-5.6387,-4.7910,12075000,
-6.1560,-5.6039,-4.8184,12080000,
-6.1780,-5.6726,-4.7726,12085000,
-6.2045,-5.6607,-4.7534,12090000,
-6.2512,-5.6552,-4.7324,12095000,
-6.2531,-5.6268,-4.7791,12100000,
-6.7905,-5.6241,-4.7305,12105000,
-6.3034,-5.6104,-4.7122,12110000,
-6.3208,-5.6058,-4.6866,12115000,
-6.3318,-5.6186,-4.6820,12120000,
-6.3785,-5.6158,-4.6628,12125000,
-6.3730,-5.6213,-4.6609,12130000,
-6.4114,-5.6277,-4.6555,12135000,
-6.4124,-5.6314,-4.6399,12140000,
-6.4673,-5.6396,-4.6829,12145000,
-6.4838,-5.6213,-4.7232,12150000,
-7.0734,-5.5902,-4.6646,12155000,
-6.6193,-5.6140,-4.7031,12160000,
-6.6650,-5.6799,-4.5895,12165000,
-6.7987,-5.6625,-4.6518,12170000,
-6.8500,-5.6854,-4.6564,12175000,
-6.9196,-5.7532,-4.5905,12180000,
-6.9919,-5.8319,-4.5200,12185000,
-7.1475,-5.9070,-4.4998,12190000,
-7.2418,-5.9198,-4.2938,12195000,
-7.2318,-6.0663,-4.3845,12200000,
-7.5595,-6.1395,-4.2389,12205000,
-6.9882,-6.1743,-4.2920,12210000,
-6.9525,-6.1395,-4.2133,12215000,
-6.8903,-6.2228,-4.3039,12220000,
-6.8793,-6.2384,-4.1794,12225000,
-6.8115,-6.3098,-4.3442,12230000,
-6.7722,-6.3354,-4.1034,12235000,
-6.6980,-6.3107,-4.3176,12240000,
-6.6266,-6.3245,-4.2407,12245000,
-6.5561,-6.2503,-4.4650,12250000,
-6.9470,-6.2128,-4.2700,12255000,
-6.4490,-6.1313,-4.2938,12260000,
-6.4517,-6.0104,-4.3185,12265000,
-6.3785,-5.8466,-4.4138,12270000,
-6.2906,-5.9592,-4.5538,12275000,
-6.1075,-5.9033,-4.6463,12280000,
-5.9756,-6.0397,-4.7269,12285000,
-5.7788,-6.0480,-4.5236,12290000,
-5.5582,-6.1249,-4.7324,12295000,
-5.4401,-6.0947,-4.5364,12300000,
-5.7834,-6.0873,-4.4833,12305000,
-5.0620,-6.0626,-4.6225,12310000,
-4.9860,-6.0855,-4.4202,12315000,
-4.9054,-6.2064,-4.6143,12320000,
-4.8175,-6.1258,-4.4788,12325000,
-4.8267,-6.1661,-4.5465,12330000,
-4.6207,-6.2347,-4.4229,12335000,
-4.5905,-6.2604,-4.3121,12340000,
-4.4659,-6.2924,-4.0979,12345000,
-4.4769,-6.3831,-4.0796,12350000,
-4.8788,-6.3464,-4.0128,12355000,
-4.5740,-6.3043,-3.9670,12360000,
-4.6793,-6.4407,-3.9688,12365000,
-4.7617,-6.5286,-3.9551,12370000,
-4.8331,-6.4993,-3.8589,12375000,
-4.8688,-6.4078,-3.8461,12380000,
-4.9448,-6.4206,-3.7747,12385000,
-5.0299,-6.4563,-3.8617,12390000,
-5.0519,-6.5085,-3.9716,12395000,
-5.1736,-6.5039,-3.9578,12400000,
-5.8118,-6.5167,-3.9935,12405000,
-5.3741,-6.5433,-4.0164,12410000,
-5.4785,-6.5286,-4.0091,12415000,
-5.4016,-6.5561,-4.0256,12420000,
-5.4117,-6.4957,-4.0942,12425000,
-5.3348,-6.5002,-4.1125,12430000,
-5.1828,-6.4810,-4.1025,12435000,
-5.0784,-6.4792,-4.1666,12440000,
-5.0217,-6.4215,-4.1235,12445000,
-4.9667,-6.3904,-4.2087,12450000,
-5.2716,-6.3327,-4.2068,12455000,
-4.8120,-6.3071,-4.2755,12460000,
-4.6820,-6.2704,-4.3304,12465000,
-4.6225,-6.2155,-4.3881,12470000,
-4.5740,-6.2228,-4.4742,12475000,
-4.5163,-6.1624,-4.5291,12480000,
-4.4586,-6.1569,-4.5950,12485000,
-4.4083,-6.1368,-4.6381,12490000,
-4.3762,-6.1368,-4.7113,12495000,
-4.3076,-6.1414,-4.7104,12500000,
-4.6948,-6.1057,-4.7717,12505000,
-4.2938,-6.1057,-4.7855,12510000,
-4.3085,-6.0883,-4.7681,12515000,
-4.2480,-6.0883,-4.8276,12520000,
-4.2123,-6.0846,-4.8193,12525000,
-4.2068,-6.0663,-4.8431,12530000,
-4.1730,-6.0718,-4.8404,12535000,
-4.1473,-6.0580,-4.8450,12540000,
-4.1299,-6.0342,-4.8422,12545000,
-4.0759,-6.0507,-4.8550,12550000,
-4.3387,-6.0443,-4.8431,12555000,
-3.9981,-6.0406,-4.8514,12560000,
-3.9175,-6.0306,-4.8898,12565000,
-3.8828,-6.0425,-4.8743,12570000,
-3.8654,-6.0223,-4.9365,12575000,
-3.8406,-6.0590,-4.9292,12580000,
-3.7573,-6.0498,-4.9594,12585000,
-3.8058,-6.0297,-5.0134,12590000,
-3.8397,-6.0260,-5.0034,12595000,
-3.8635,-6.0452,-4.9759,12600000,
-4.0970,-6.0745,-4.9768,12605000,
-3.9102,-6.0754,-5.0473,12610000,
-3.9679,-6.0791,-5.0537,12615000,
-3.9825,-6.0727,-5.0775,12620000,
-3.9835,-6.0736,-5.1205,12625000,
-4.0155,-6.0736,-5.1279,12630000,
-4.0613,-6.0159,-5.1489,12635000,
-4.0164,-6.0287,-5.1755,12640000,
-3.9450,-5.9738,-5.2194,12645000,
-3.9221,-5.9290,-5.2240,12650000,
-4.1620,-5.9024,-5.2615,12655000,
-3.8855,-5.8832,-5.2606,12660000,
-3.8599,-5.8282,-5.2707,12665000,
-3.9651,-5.8154,-5.2634,12670000,
-3.9771,-5.7907,-5.2954,12675000,
-4.0750,-5.7651,-5.2982,12680000,
-4.0732,-5.7523,-5.2689,12685000,
-4.0970,-5.7010,-5.2863,12690000,
-4.1537,-5.6927,-5.2643,12695000,
-4.1748,-5.7019,-5.2652,12700000,
-4.4330,-5.6964,-5.2789,12705000,
-4.1043,-5.7083,-5.2826,12710000,
-4.1290,-5.6982,-5.2817,12715000,
-4.0970,-5.6909,-5.2780,12720000,
-4.1098,-5.6735,-5.2963,12725000,
-4.0750,-5.6625,-5.2817,12730000,
-4.1144,-5.6570,-5.2469,12735000,
-4.1400,-5.6937,-5.2359,12740000,
-4.1904,-5.7266,-5.2185,12745000,
-4.2178,-5.7422,-5.2386,12750000,
-4.5328,-5.8063,-5.2130,12755000,
-4.2435,-5.8548,-5.1929,12760000,
-4.2416,-5.8493,-5.1663,12765000,
-4.2764,-5.8786,-5.1288,12770000,
-4.2609,-5.8859,-5.1379,12775000,
-4.2673,-5.9354,-5.1315,12780000,
-4.2325,-5.9564,-5.0949,12785000,
-4.2261,-6.0251,-5.0601,12790000,
-4.1702,-6.0489,-4.9786,12795000,
-4.2929,-5.9235,-5.2698,12805000,
-4.1483,-6.1038,-5.1855,12810000,
-4.1217,-5.8438,-5.1764,12815000,
-4.1592,-5.7843,-5.2066,12820000,
-4.2178,-5.6937,-5.2533,12825000,
-4.1208,-5.6396,-5.2515,12830000,
-4.1409,-5.5865,-5.3421,12835000,
-4.2728,-5.5536,-5.3192,12840000,
-4.2252,-5.5518,-5.3970,12845000,
-4.1547,-5.5545,-5.3806,12850000,
-4.4037,-5.5252,-5.4584,12855000,
-4.1373,-5.5280,-5.4474,12860000,
-4.1446,-5.5078,-5.4199,12865000,
-4.1547,-5.5005,-5.3970,12870000,
-4.1071,-5.5334,-5.3613,12875000,
-4.1354,-5.5270,-5.3082,12880000,
-4.1180,-5.5078,-5.2661,12885000,
-4.1748,-5.5096,-5.2661,12890000,
-4.1318,-5.4932,-5.1865,12895000,
-4.1986,-5.4703,-5.2249,12900000,
-4.5630,-5.4575,-5.1874,12905000,
-4.2142,-5.4346,-5.1892,12910000,
-4.2682,-5.4355,-5.1471,12915000,
-4.2526,-5.3824,-5.0940,12920000,
-4.2746,-5.3815,-5.0867,12925000,
-4.3268,-5.3503,-5.0546,12930000,
-4.2764,-5.3256,-5.0400,12935000,
-4.3103,-5.2954,-5.0208,12940000,
-4.2902,-5.2634,-5.0061,12945000,
-4.2242,-5.2524,-5.0024,12950000,
-4.5657,-5.2249,-4.9860,12955000,
-4.1666,-5.2002,-5.0006,12960000,
-4.1089,-5.1791,-4.9887,12965000,
-4.0466,-5.1370,-4.9539,12970000,
-4.0137,-5.1059,-4.9319,12975000,
-3.9752,-5.0748,-4.9173,12980000,
-3.9597,-5.0482,-4.8679,12985000,
-3.9560,-5.0198,-4.9100,12990000,
-3.9917,-4.9722,-4.9466,12995000,
-3.9926,-4.9420,-4.9622,13000000,
-4.3478,-4.9136,-4.9878,13005000,
-4.0750,-4.8550,-4.9786,13010000,
-4.1409,-4.8477,-4.9841,13015000,
-4.1391,-4.8001,-5.0107,13020000,
-4.1409,-4.7415,-5.0043,13025000,
-4.1391,-4.7113,-4.9850,13030000,
-4.1043,-4.6729,-4.9631,13035000,
-4.1318,-4.6225,-4.9512,13040000,
-4.0347,-4.6051,-4.9036,13045000,
-4.0210,-4.5749,-4.8862,13050000,
-4.2856,-4.5044,-4.8605,13055000,
-4.0118,-4.5071,-4.8413,13060000,
-4.0366,-4.4412,-4.8166,13065000,
-3.9908,-4.3369,-4.7955,13070000,
-3.9835,-4.3936,-4.7690,13075000,
-4.0302,-4.3506,-4.7726,13080000,
-4.0311,-4.2819,-4.7470,13085000,
-4.0366,-4.2664,-4.7534,13090000,
-4.0457,-4.3121,-4.7681,13095000,
-4.0613,-4.2215,-4.7644,13100000,
-4.3689,-4.2169,-4.8029,13105000,
-4.1309,-4.2590,-4.8880,13110000,
-4.1995,-4.2307,-4.9228,13115000,
-4.1418,-4.2114,-4.9896,13120000,
-4.1418,-4.2435,-4.9969,13125000,
-4.2316,-4.2883,-4.9969,13130000,
-4.2307,-4.2188,-5.0079,13135000,
-4.2297,-4.1995,-4.9951,13140000,
-4.2599,-4.2224,-4.9722,13145000,
-4.2279,-4.1904,-4.9841,13150000,
-4.5786,-4.1656,-4.9677,13155000,
-4.2142,-4.1931,-4.9924,13160000,
-4.2792,-4.1528,-5.0198,13165000,
-4.3085,-4.1647,-5.0299,13170000,
-4.2828,-4.1858,-5.0674,13175000,
-4.3579,-4.1446,-5.0784,13180000,
-4.3240,-4.1400,-5.0766,13185000,
-4.3460,-4.1602,-5.0876,13190000,
-4.4110,-4.1208,-5.0757,13195000,
-4.4293,-4.1473,-5.0601,13200000,
-4.7855,-4.1620,-5.0555,13205000,
-4.4559,-4.1364,-5.0436,13210000,
-4.4788,-4.1656,-5.0345,13215000,
-4.4504,-4.1290,-5.0143,13220000,
-4.4806,-4.1153,-5.0089,13225000,
-4.4604,-4.1318,-4.9969,13230000,
-4.5337,-4.1254,-5.0006,13235000,
-4.4705,-4.1483,-4.9768,13240000,
-4.5135,-4.1171,-4.9475,13245000,
-4.5117,-4.1364,-4.9521,13250000,
-4.8294,-4.1098,-4.9091,13255000,
-4.4714,-4.0988,-4.8734,13260000,
-4.4156,-4.0649,-4.8376,13265000,
-4.4458,-4.0805,-4.8340,13270000,
-4.4339,-4.0604,-4.8129,13275000,
-4.4550,-4.0732,-4.7672,13280000,
-4.4522,-4.0604,-4.7534,13285000,
-4.4412,-4.0604,-4.7314,13290000,
-4.4485,-4.0558,-4.7177,13295000,
-4.4302,-4.0421,-4.7406,13300000,
-4.7516,-4.0430,-4.7214,13305000,
-4.4595,-4.0466,-4.7241,13310000,
-4.4495,-4.0256,-4.7470,13315000,
-4.4586,-4.0466,-4.7754,13320000,
-4.4971,-4.0311,-4.7864,13325000,
-4.5053,-4.0366,-4.8093,13330000,
-4.4751,-4.0347,-4.8193,13335000,
-4.4952,-4.0292,-4.8175,13340000,
-4.5081,-4.0219,-4.8010,13345000,
-4.5383,-4.0137,-4.8477,13350000,
-4.9091,-4.0155,-4.8624,13355000,
-4.5172,-3.9926,-4.8596,13360000,
-4.4907,-4.0063,-4.8459,13365000,
-4.4714,-3.9523,-4.8843,13370000,
-4.4559,-3.9844,-4.9219,13375000,
-4.3881,-3.9661,-4.9603,13380000,
-4.3195,-3.9816,-4.9988,13385000,
-4.3167,-3.9679,-5.0491,13390000,
-4.2902,-3.9468,-5.0436,13395000,
-4.3222,-3.9459,-5.0720,13400000,
-4.6591,-3.9294,-5.0757,13405000,
-4.3442,-3.9322,-5.1306,13410000,
-4.4055,-3.9148,-5.1736,13415000,
-4.4238,-3.9194,-5.2075,13420000,
-4.4458,-3.9038,-5.2460,13425000,
-4.4385,-3.8882,-5.2515,13430000,
-4.4659,-3.8626,-5.2396,13435000,
-4.4559,-3.8599,-5.2194,13440000,
-4.4577,-3.8461,-5.2103,13445000,
-4.4778,-3.8159,-5.1819,13450000,
-4.8578,-3.7985,-5.2066,13455000,
-4.4220,-3.7674,-5.1947,13460000,
-4.4778,-3.7738,-5.1709,13465000,
-4.4550,-3.7500,-5.1920,13470000,
-4.4449,-3.7344,-5.1791,13475000,
-4.4165,-3.7161,-5.1691,13480000,
-4.4073,-3.6960,-5.1517,13485000,
-4.3744,-3.6932,-5.1279,13490000,
-4.4009,-3.7070,-5.1270,13495000,
-4.4156,-3.7582,-5.1617,13500000,
-4.7168,-3.8278,-5.1526,13505000,
-4.3781,-3.8983,-5.1892,13510000,
-4.3359,-3.9304,-5.1855,13515000,
-4.4028,-3.9954,-5.1883,13520000,
-4.3991,-3.9478,-5.1874,13525000,
-4.3625,-4.0796,-5.1974,13530000,
-4.3488,-4.1245,-5.2148,13535000,
-4.3231,-4.1299,-5.1974,13540000,
-4.3533,-4.1437,-5.2020,13545000,
-4.3112,-4.2297,-5.2066,13550000,
-4.6692,-4.2783,-5.1892,13555000,
-4.3231,-4.4604,-5.1590,13560000,
-4.3698,-4.5438,-5.1709,13565000,
-4.3277,-4.5923,-5.1471,13570000,
-4.3781,-4.6985,-5.1535,13575000,
-4.3588,-4.7159,-5.1233,13580000,
-4.3259,-4.7690,-5.1004,13585000,
-4.3094,-4.8038,-5.0620,13590000,
-4.3478,-4.8743,-5.0620,13595000,
-4.3460,-4.9063,-5.0244,13600000,
-4.6463,-4.9594,-5.0116,13605000,
-4.3213,-4.9814,-4.9979,13610000,
-4.2517,-4.9960,-5.0116,13615000,
-4.2654,-5.0180,-4.9951,13620000,
-4.2508,-5.0391,-4.9777,13625000,
-4.1638,-5.1004,-4.9640,13630000,
-4.2023,-5.1782,-4.9677,13635000,
-4.1711,-5.1718,-5.0052,13640000,
-4.1171,-5.2011,-5.0317,13645000,
-4.1290,-5.2084,-5.0226,13650000,
-4.4028,-5.2341,-5.0171,13655000,
-4.1043,-5.2744,-5.0125,13660000,
-4.0942,-5.2835,-5.0180,13665000,
-4.1116,-5.3174,-5.0308,13670000,
-4.1052,-5.3156,-5.0308,13675000,
-4.1766,-5.3293,-5.0281,13680000,
-4.1345,-5.3403,-5.0400,13685000,
-4.1354,-5.3778,-5.0610,13690000,
-4.1080,-5.3943,-5.0638,13695000,
-4.1098,-5.4044,-5.0867,13700000,
-4.3744,-5.4080,-5.0739,13705000,
-4.1006,-5.4163,-5.0848,13710000,
-4.1006,-5.4227,-5.0748,13715000,
-4.0576,-5.4401,-5.0565,13720000,
-4.0146,-5.4575,-5.0629,13725000,
-4.0302,-5.4291,-5.0821,13730000,
-4.0247,-5.4648,-5.0665,13735000,
-4.0732,-5.4538,-5.0510,13740000,
-4.0329,-5.4611,-5.0464,13745000,
-4.0833,-5.4758,-5.0482,13750000,
-4.3726,-5.4904,-5.0546,13755000,
-4.0741,-5.5133,-5.0299,13760000,
-4.0833,-5.5170,-5.0363,13765000,
-4.1327,-5.5426,-5.0299,13770000,
-4.1153,-5.5838,-5.0702,13775000,
-4.0906,-5.5664,-5.0024,13780000,
-4.1418,-5.5838,-5.0500,13785000,
-4.1647,-5.6177,-5.0189,13790000,
-4.1354,-5.6589,-4.9677,13795000,
-4.0622,-5.6964,-4.9713,13800000,
-4.3469,-5.7578,-4.9237,13805000,
-4.0494,-5.7935,-4.9521,13810000,
-4.0118,-5.8704,-4.8541,13815000,
-4.0091,-5.9280,-4.8761,13820000,
-4.0430,-5.9042,-4.8340,13825000,
-4.0155,-5.8603,-4.7873,13830000,
-4.0091,-5.8887,-4.7928,13835000,
-4.0375,-5.9253,-4.7845,13840000,
-4.0411,-5.9573,-4.7919,13845000,
-4.0128,-5.9848,-4.7974,13850000,
-4.3350,-6.0196,-4.7946,13855000,
-4.0274,-5.9903,-4.8276,13860000,
-3.9725,-6.0306,-4.8065,13865000,
-4.0274,-6.0315,-4.8294,13870000,
-3.9734,-6.0480,-4.8248,13875000,
-3.9679,-6.0562,-4.8120,13880000,
-4.0128,-6.0425,-4.8001,13885000,
-4.0521,-6.0599,-4.8596,13890000,
-4.0384,-6.0416,-4.8761,13895000,
-4.0192,-6.0635,-4.8825,13900000,
-4.3744,-6.0818,-4.8743,13905000,
-4.0475,-6.0965,-4.8560,13910000,
-4.0924,-6.1038,-4.8651,13915000,
-4.0933,-6.1249,-4.7946,13920000,
-4.0915,-6.1331,-4.7845,13925000,
-4.0558,-6.1487,-4.7809,13930000,
-4.0137,-6.1624,-4.7488,13935000,
-4.0540,-6.1597,-4.7461,13940000,
-3.9963,-6.1798,-4.7552,13945000,
-4.0448,-6.1615,-4.7498,13950000,
-4.3195,-6.1963,-4.7562,13955000,
-4.0640,-6.2054,-4.7470,13960000,
-3.9972,-6.2238,-4.7635,13965000,
-4.0677,-6.2000,-4.7800,13970000,
-4.0466,-6.2256,-4.7955,13975000,
-4.0567,-6.2109,-4.7598,13980000,
-4.0356,-6.2219,-4.7662,13985000,
-4.0356,-6.2256,-4.7433,13990000,
-4.0402,-6.2338,-4.6738,13995000,
-4.1006,-6.1880,-4.7672,14000000,
-4.2114,-6.2421,-4.9402,14005000,
-3.8635,-6.2201,-4.8853,14010000,
-3.8782,-6.1935,-4.8578,14015000,
-3.9038,-6.1862,-4.7415,14020000,
-3.9185,-6.1835,-4.6408,14025000,
-3.9798,-6.1551,-4.6133,14030000,
-4.0375,-6.1404,-4.6481,14035000,
-4.0457,-6.1642,-4.6674,14040000,
-4.0787,-6.1533,-4.7095,14045000,
-4.1016,-6.1588,-4.7351,14050000,
-4.4458,-6.1322,-4.7406,14055000,
-4.1327,-6.1194,-4.7232,14060000,
-4.0952,-6.1148,-4.6957,14065000,
-4.0942,-6.0956,-4.6866,14070000,
-4.0833,-6.1011,-4.6902,14075000,
-4.1089,-6.0727,-4.6582,14080000,
-4.1345,-6.1047,-4.8669,14085000,
-4.1061,-6.0178,-4.6692,14090000,
-4.1354,-6.0489,-4.6683,14095000,
-4.0970,-6.0233,-4.6371,14100000,
-4.2545,-6.0251,-4.6500,14105000,
-4.1116,-6.0196,-4.6243,14110000,
-4.1034,-6.0132,-4.5914,14115000,
-4.1144,-6.0159,-4.5465,14120000,
-4.0924,-6.0059,-4.5035,14125000,
-4.0521,-5.9692,-4.5181,14130000,
-4.1144,-5.9775,-4.4888,14135000,
-4.0384,-5.9738,-4.5209,14140000,
-4.0704,-5.9958,-4.5035,14145000,
-3.9890,-5.9903,-4.4971,14150000,
-4.3021,-5.9830,-4.4678,14155000,
-4.0155,-5.9775,-4.4678,14160000,
-4.0430,-5.9830,-4.4449,14165000,
-4.0329,-5.9720,-4.4202,14170000,
-3.9917,-5.9647,-4.3488,14175000,
-4.0356,-5.9656,-4.3753,14180000,
-4.0594,-5.9564,-4.3991,14185000,
-4.0192,-5.9583,-4.3552,14190000,
-4.0823,-5.9418,-4.3771,14195000,
-4.0540,-5.9656,-4.3542,14200000,
-4.2902,-5.9335,-4.3845,14205000,
-4.0118,-5.9583,-4.2151,14210000,
-4.0439,-5.9015,-4.2279,14215000,
-4.0347,-5.8905,-4.1153,14220000,
-4.0521,-5.8493,-4.1382,14225000,
-3.9752,-5.8603,-4.1135,14230000,
-3.9377,-5.8511,-4.1107,14235000,
-3.9441,-5.8521,-4.0695,14240000,
-3.9560,-5.8392,-4.0649,14245000,
-3.9789,-5.8127,-4.0448,14250000,
-4.2398,-5.8264,-4.0375,14255000,
-3.9175,-5.9280,-4.0219,14260000,
-3.9880,-5.8731,-4.0146,14265000,
-4.0018,-5.8530,-4.0073,14270000,
-3.9633,-5.8374,-3.9999,14275000,
-3.9917,-5.8511,-4.0027,14280000,
-3.9999,-5.9409,-3.9990,14285000,
-4.0173,-5.8649,-4.0073,14290000,
-4.0265,-5.8374,-4.0302,14295000,
-4.0302,-5.8951,-4.0100,14300000,
-4.3835,-5.9784,-3.9990,14305000,
-4.0915,-5.9656,-4.0530,14310000,
-4.0503,-5.9912,-4.0237,14315000,
-4.1153,-6.0187,-4.0466,14320000,
-4.0952,-6.0617,-4.0347,14325000,
-4.0659,-6.0379,-4.0210,14330000,
-4.0421,-6.0214,-4.0347,14335000,
-4.0347,-6.0104,-4.0256,14340000,
-4.0045,-6.0452,-4.0366,14345000,
-3.9450,-6.0425,-4.1638,14350000,
-4.1574,-6.0663,-4.2737,14355000,
-3.9624,-6.1212,-4.2654,14360000,
-3.9359,-6.1743,-4.4083,14365000,
-3.9771,-6.2357,-4.5557,14370000,
-4.0237,-6.2787,-4.6518,14375000,
-4.0805,-6.3373,-4.7552,14380000,
-4.1418,-6.3876,-4.8248,14385000,
-4.1492,-6.4188,-4.8322,14390000,
-4.1693,-6.4545,-4.7543,14395000,
-4.1840,-6.4893,-4.7763,14400000,
-4.4769,-6.5012,-4.7360,14405000,
-4.1226,-6.5359,-4.7800,14410000,
-4.1245,-6.5469,-4.7314,14415000,
-4.0988,-6.5744,-4.7150,14420000,
-4.1135,-6.6330,-4.6976,14425000,
-4.1098,-6.6769,-4.6939,14430000,
-4.0778,-6.7108,-4.6866,14435000,
-4.0915,-6.7456,-4.6829,14440000,
-4.0814,-6.8060,-4.7159,14445000,
-4.0759,-6.8188,-4.7406,14450000,
-4.3076,-6.8600,-4.7617,14455000,
-4.0457,-6.8829,-4.7571,14460000,
-4.0585,-6.8994,-4.7543,14465000,
-4.0439,-6.9031,-4.7067,14470000,
-4.0979,-6.9141,-4.7003,14475000,
-4.0677,-6.9507,-4.6637,14480000,
-4.0421,-6.9836,-4.6317,14485000,
-3.9844,-6.9736,-4.6646,14490000,
-3.9542,-6.9553,-4.6271,14495000,
-3.9322,-6.9708,-4.6555,14500000,
-4.1904,-6.9827,-4.6509,14505000,
-3.9194,-6.9992,-4.6683,14510000,
-3.8937,-7.0157,-4.6317,14515000,
-3.9038,-6.9589,-4.6207,14520000,
-3.8361,-6.9150,-4.6252,14525000,
-3.7985,-6.9086,-4.6262,14530000,
-3.7646,-6.8866,-4.6637,14535000,
-3.7912,-6.8765,-4.6820,14540000,
-3.7894,-6.8546,-4.6985,14545000,
-3.7885,-6.8106,-4.7021,14550000,
-4.0466,-6.7813,-4.7351,14555000,
-3.8022,-6.7575,-4.7498,14560000,
-3.8297,-6.7172,-4.7607,14565000,
-3.8315,-6.6714,-4.7919,14570000,
-3.8132,-6.6010,-4.8166,14575000,
-3.8434,-6.5323,-4.8541,14580000,
-3.8644,-6.5002,-4.8761,14585000,
-3.8443,-6.4160,-4.9054,14590000,
-3.8406,-6.3721,-4.9503,14595000,
-3.8681,-6.3345,-4.9548,14600000,
-4.1483,-6.2704,-4.9823,14605000,
-3.8635,-6.2256,-4.9869,14610000,
-3.8516,-6.2091,-4.9896,14615000,
-3.8571,-6.1826,-4.9475,14620000,
-3.8150,-6.1459,-4.9777,14625000,
-3.8416,-6.1404,-4.9777,14630000,
-3.8470,-6.1075,-4.9777,14635000,
-3.8113,-6.0919,-4.9823,14640000,
-3.8306,-6.0095,-4.9933,14645000,
-3.7939,-6.0681,-5.0089,14650000,
-4.0182,-6.0516,-5.0226,14655000,
-3.7839,-6.0562,-5.0290,14660000,
-3.7692,-6.0718,-5.0500,14665000,
-3.7427,-6.0333,-5.0803,14670000,
-3.7445,-5.9747,-5.0894,14675000,
-3.8214,-5.9976,-5.1288,14680000,
-3.7958,-5.9619,-5.1508,14685000,
-3.8141,-5.9436,-5.1526,14690000,
-3.7491,-5.9116,-5.1663,14695000,
-3.7692,-5.8585,-5.1764,14700000,
-4.0265,-5.8521,-5.1855,14705000,
-3.7976,-5.8026,-5.2112,14710000,
-3.7820,-5.8017,-5.2048,14715000,
-3.8351,-5.7898,-5.2377,14720000,
-3.8132,-5.7559,-5.2350,14725000,
-3.8196,-5.7175,-5.2396,14730000,
-3.8049,-5.7101,-5.2515,14735000,
-3.8022,-5.7056,-5.2432,14740000,
-3.7976,-5.6927,-5.2780,14745000,
-3.8333,-5.6570,-5.2872,14750000,
-4.0714,-5.6580,-5.2826,14755000,
-3.8425,-5.6534,-5.2853,14760000,
-3.8617,-5.6195,-5.2954,14765000,
-3.8708,-5.6387,-5.3036,14770000,
-3.8306,-5.6369,-5.3064,14775000,
-3.8589,-5.6534,-5.2890,14780000,
-3.8232,-5.6424,-5.3036,14785000,
-3.8681,-5.6396,-5.2927,14790000,
-3.8425,-5.6699,-5.2808,14795000,
-3.7866,-5.7047,-5.2405,14800000,
-4.0576,-5.6635,-5.2817,14805000,
-3.7646,-5.7367,-5.2652,14810000,
-3.8004,-5.7440,-5.2560,14815000,
-3.7775,-5.7367,-5.2634,14820000,
-3.7738,-5.7568,-5.2579,14825000,
-3.7656,-5.7367,-5.2689,14830000,
-3.7711,-5.7330,-5.2780,14835000,
-3.7454,-5.7129,-5.2872,14840000,
-3.8269,-5.7065,-5.2908,14845000,
